system_id,city,country,region,metric,period_start,granularity,value,unit,measure_def,daily_equiv,is_estimate,source_id
new-york,New York City,United States,North America,ridership,2002-01-01,monthly,170158166,passengers,"unlinked_trips (rail, NTD)",5488973.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2002-02-01,monthly,160086467,passengers,"unlinked_trips (rail, NTD)",5717373.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2002-03-01,monthly,177854326,passengers,"unlinked_trips (rail, NTD)",5737236.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2002-04-01,monthly,179984263,passengers,"unlinked_trips (rail, NTD)",5999475.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2002-05-01,monthly,184427154,passengers,"unlinked_trips (rail, NTD)",5949263.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2002-06-01,monthly,172902281,passengers,"unlinked_trips (rail, NTD)",5763409.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2002-07-01,monthly,172662319,passengers,"unlinked_trips (rail, NTD)",5569752.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2002-08-01,monthly,168206376,passengers,"unlinked_trips (rail, NTD)",5426012.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2002-09-01,monthly,171236993,passengers,"unlinked_trips (rail, NTD)",5707899.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2002-10-01,monthly,189027895,passengers,"unlinked_trips (rail, NTD)",6097674.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2002-11-01,monthly,169864644,passengers,"unlinked_trips (rail, NTD)",5662154.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2002-12-01,monthly,170713346,passengers,"unlinked_trips (rail, NTD)",5506882.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-01-01,monthly,165711437,passengers,"unlinked_trips (rail, NTD)",5345530.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-02-01,monthly,150909439,passengers,"unlinked_trips (rail, NTD)",5389622.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-03-01,monthly,173887517,passengers,"unlinked_trips (rail, NTD)",5609274.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-04-01,monthly,171283177,passengers,"unlinked_trips (rail, NTD)",5709439.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-05-01,monthly,172002408,passengers,"unlinked_trips (rail, NTD)",5548464.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-06-01,monthly,166590062,passengers,"unlinked_trips (rail, NTD)",5553002.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-07-01,monthly,167524070,passengers,"unlinked_trips (rail, NTD)",5404002.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-08-01,monthly,148267939,passengers,"unlinked_trips (rail, NTD)",4782836.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-09-01,monthly,174760732,passengers,"unlinked_trips (rail, NTD)",5825357.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-10-01,monthly,189777888,passengers,"unlinked_trips (rail, NTD)",6121867.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-11-01,monthly,169543379,passengers,"unlinked_trips (rail, NTD)",5651446.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2003-12-01,monthly,180766188,passengers,"unlinked_trips (rail, NTD)",5831167.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-01-01,monthly,165609815,passengers,"unlinked_trips (rail, NTD)",5342252.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-02-01,monthly,167414008,passengers,"unlinked_trips (rail, NTD)",5772896.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-03-01,monthly,192787894,passengers,"unlinked_trips (rail, NTD)",6218964.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-04-01,monthly,181289621,passengers,"unlinked_trips (rail, NTD)",6042987.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-05-01,monthly,184334430,passengers,"unlinked_trips (rail, NTD)",5946271.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-06-01,monthly,186688668,passengers,"unlinked_trips (rail, NTD)",6222955.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-07-01,monthly,178525607,passengers,"unlinked_trips (rail, NTD)",5758890.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-08-01,monthly,174837859,passengers,"unlinked_trips (rail, NTD)",5639930.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-09-01,monthly,175471048,passengers,"unlinked_trips (rail, NTD)",5849034.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-10-01,monthly,186902075,passengers,"unlinked_trips (rail, NTD)",6029099.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-11-01,monthly,180577175,passengers,"unlinked_trips (rail, NTD)",6019239.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2004-12-01,monthly,185644831,passengers,"unlinked_trips (rail, NTD)",5988542.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-01-01,monthly,171683842,passengers,"unlinked_trips (rail, NTD)",5538188.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-02-01,monthly,167803223,passengers,"unlinked_trips (rail, NTD)",5992972.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-03-01,monthly,191711086,passengers,"unlinked_trips (rail, NTD)",6184228.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-04-01,monthly,182189258,passengers,"unlinked_trips (rail, NTD)",6072975.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-05-01,monthly,188280958,passengers,"unlinked_trips (rail, NTD)",6073579.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-06-01,monthly,188747293,passengers,"unlinked_trips (rail, NTD)",6291576.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-07-01,monthly,172243517,passengers,"unlinked_trips (rail, NTD)",5556242.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-08-01,monthly,180102542,passengers,"unlinked_trips (rail, NTD)",5809759.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-09-01,monthly,179813678,passengers,"unlinked_trips (rail, NTD)",5993789.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-10-01,monthly,191717786,passengers,"unlinked_trips (rail, NTD)",6184444.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-11-01,monthly,193904807,passengers,"unlinked_trips (rail, NTD)",6463493.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2005-12-01,monthly,169812464,passengers,"unlinked_trips (rail, NTD)",5477821.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-01-01,monthly,181791510,passengers,"unlinked_trips (rail, NTD)",5864242.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-02-01,monthly,165720838,passengers,"unlinked_trips (rail, NTD)",5918601.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-03-01,monthly,195547564,passengers,"unlinked_trips (rail, NTD)",6307985.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-04-01,monthly,177360613,passengers,"unlinked_trips (rail, NTD)",5912020.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-05-01,monthly,197257230,passengers,"unlinked_trips (rail, NTD)",6363136.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-06-01,monthly,199356106,passengers,"unlinked_trips (rail, NTD)",6645203.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-07-01,monthly,177842849,passengers,"unlinked_trips (rail, NTD)",5736866.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-08-01,monthly,190164970,passengers,"unlinked_trips (rail, NTD)",6134353.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-09-01,monthly,197016292,passengers,"unlinked_trips (rail, NTD)",6567209.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-10-01,monthly,195021808,passengers,"unlinked_trips (rail, NTD)",6291026.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-11-01,monthly,199188129,passengers,"unlinked_trips (rail, NTD)",6639604.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2006-12-01,monthly,187181503,passengers,"unlinked_trips (rail, NTD)",6038113.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-01-01,monthly,191339209,passengers,"unlinked_trips (rail, NTD)",6172232.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-02-01,monthly,178860951,passengers,"unlinked_trips (rail, NTD)",6387891.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-03-01,monthly,206772785,passengers,"unlinked_trips (rail, NTD)",6670089.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-04-01,monthly,197618767,passengers,"unlinked_trips (rail, NTD)",6587292.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-05-01,monthly,216289872,passengers,"unlinked_trips (rail, NTD)",6977092.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-06-01,monthly,196322250,passengers,"unlinked_trips (rail, NTD)",6544075.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-07-01,monthly,193315574,passengers,"unlinked_trips (rail, NTD)",6235986.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-08-01,monthly,197443637,passengers,"unlinked_trips (rail, NTD)",6369149.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-09-01,monthly,193311212,passengers,"unlinked_trips (rail, NTD)",6443707.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-10-01,monthly,225027380,passengers,"unlinked_trips (rail, NTD)",7258947.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-11-01,monthly,200468205,passengers,"unlinked_trips (rail, NTD)",6682273.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2007-12-01,monthly,193264041,passengers,"unlinked_trips (rail, NTD)",6234323.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-01-01,monthly,187252912,passengers,"unlinked_trips (rail, NTD)",6040416.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-02-01,monthly,193830421,passengers,"unlinked_trips (rail, NTD)",6683807.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-03-01,monthly,202334989,passengers,"unlinked_trips (rail, NTD)",6526935.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-04-01,monthly,212153441,passengers,"unlinked_trips (rail, NTD)",7071781.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-05-01,monthly,213045844,passengers,"unlinked_trips (rail, NTD)",6872446.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-06-01,monthly,201511492,passengers,"unlinked_trips (rail, NTD)",6717049.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-07-01,monthly,208454781,passengers,"unlinked_trips (rail, NTD)",6724347.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-08-01,monthly,202682839,passengers,"unlinked_trips (rail, NTD)",6538156.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-09-01,monthly,196010527,passengers,"unlinked_trips (rail, NTD)",6533684.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-10-01,monthly,216829219,passengers,"unlinked_trips (rail, NTD)",6994490.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-11-01,monthly,198244491,passengers,"unlinked_trips (rail, NTD)",6608149.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2008-12-01,monthly,213656480,passengers,"unlinked_trips (rail, NTD)",6892144.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-01-01,monthly,185629029,passengers,"unlinked_trips (rail, NTD)",5988033.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-02-01,monthly,177503395,passengers,"unlinked_trips (rail, NTD)",6339407.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-03-01,monthly,202690813,passengers,"unlinked_trips (rail, NTD)",6538413.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-04-01,monthly,203627902,passengers,"unlinked_trips (rail, NTD)",6787596.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-05-01,monthly,200423620,passengers,"unlinked_trips (rail, NTD)",6465278.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-06-01,monthly,203543788,passengers,"unlinked_trips (rail, NTD)",6784792.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-07-01,monthly,195197247,passengers,"unlinked_trips (rail, NTD)",6296685.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-08-01,monthly,194917778,passengers,"unlinked_trips (rail, NTD)",6287670.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-09-01,monthly,198981414,passengers,"unlinked_trips (rail, NTD)",6632713.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-10-01,monthly,211649031,passengers,"unlinked_trips (rail, NTD)",6827388.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-11-01,monthly,180428818,passengers,"unlinked_trips (rail, NTD)",6014293.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2009-12-01,monthly,201655136,passengers,"unlinked_trips (rail, NTD)",6505004.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-01-01,monthly,192983751,passengers,"unlinked_trips (rail, NTD)",6225282.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-02-01,monthly,169806279,passengers,"unlinked_trips (rail, NTD)",6064510.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-03-01,monthly,210801431,passengers,"unlinked_trips (rail, NTD)",6800046.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-04-01,monthly,212090152,passengers,"unlinked_trips (rail, NTD)",7069671.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-05-01,monthly,215237113,passengers,"unlinked_trips (rail, NTD)",6943132.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-06-01,monthly,205083081,passengers,"unlinked_trips (rail, NTD)",6836102.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-07-01,monthly,200596490,passengers,"unlinked_trips (rail, NTD)",6470854.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-08-01,monthly,207720187,passengers,"unlinked_trips (rail, NTD)",6700651.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-09-01,monthly,207510135,passengers,"unlinked_trips (rail, NTD)",6917004.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-10-01,monthly,214238420,passengers,"unlinked_trips (rail, NTD)",6910916.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-11-01,monthly,201284066,passengers,"unlinked_trips (rail, NTD)",6709468.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2010-12-01,monthly,214291192,passengers,"unlinked_trips (rail, NTD)",6912619.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-01-01,monthly,193164194,passengers,"unlinked_trips (rail, NTD)",6231103.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-02-01,monthly,188515472,passengers,"unlinked_trips (rail, NTD)",6732695.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-03-01,monthly,219634627,passengers,"unlinked_trips (rail, NTD)",7084988.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-04-01,monthly,201682097,passengers,"unlinked_trips (rail, NTD)",6722736.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-05-01,monthly,225099318,passengers,"unlinked_trips (rail, NTD)",7261268.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-06-01,monthly,211821585,passengers,"unlinked_trips (rail, NTD)",7060719.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-07-01,monthly,206348388,passengers,"unlinked_trips (rail, NTD)",6656399.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-08-01,monthly,190502169,passengers,"unlinked_trips (rail, NTD)",6145231.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-09-01,monthly,214490020,passengers,"unlinked_trips (rail, NTD)",7149667.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-10-01,monthly,228965684,passengers,"unlinked_trips (rail, NTD)",7385989.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-11-01,monthly,215177460,passengers,"unlinked_trips (rail, NTD)",7172582.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2011-12-01,monthly,214870809,passengers,"unlinked_trips (rail, NTD)",6931316.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-01-01,monthly,208009409,passengers,"unlinked_trips (rail, NTD)",6709980.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-02-01,monthly,213371063,passengers,"unlinked_trips (rail, NTD)",7357622.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-03-01,monthly,220002054,passengers,"unlinked_trips (rail, NTD)",7096840.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-04-01,monthly,207913939,passengers,"unlinked_trips (rail, NTD)",6930464.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-05-01,monthly,220183208,passengers,"unlinked_trips (rail, NTD)",7102684.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-06-01,monthly,208855727,passengers,"unlinked_trips (rail, NTD)",6961857.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-07-01,monthly,214691579,passengers,"unlinked_trips (rail, NTD)",6925534.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-08-01,monthly,220104838,passengers,"unlinked_trips (rail, NTD)",7100156.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-09-01,monthly,214739487,passengers,"unlinked_trips (rail, NTD)",7157982.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-10-01,monthly,211988829,passengers,"unlinked_trips (rail, NTD)",6838349.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-11-01,monthly,211933547,passengers,"unlinked_trips (rail, NTD)",7064451.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2012-12-01,monthly,218031477,passengers,"unlinked_trips (rail, NTD)",7033273.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-01-01,monthly,217551025,passengers,"unlinked_trips (rail, NTD)",7017775.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-02-01,monthly,195560082,passengers,"unlinked_trips (rail, NTD)",6984288.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-03-01,monthly,222492737,passengers,"unlinked_trips (rail, NTD)",7177185.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-04-01,monthly,221270185,passengers,"unlinked_trips (rail, NTD)",7375672.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-05-01,monthly,226978742,passengers,"unlinked_trips (rail, NTD)",7321894.9,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-06-01,monthly,223768421,passengers,"unlinked_trips (rail, NTD)",7458947.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-07-01,monthly,218899612,passengers,"unlinked_trips (rail, NTD)",7061277.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-08-01,monthly,222365661,passengers,"unlinked_trips (rail, NTD)",7173085.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-09-01,monthly,225720783,passengers,"unlinked_trips (rail, NTD)",7524026.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-10-01,monthly,246315838,passengers,"unlinked_trips (rail, NTD)",7945672.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-11-01,monthly,220697973,passengers,"unlinked_trips (rail, NTD)",7356599.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2013-12-01,monthly,221123299,passengers,"unlinked_trips (rail, NTD)",7133009.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-01-01,monthly,208881579,passengers,"unlinked_trips (rail, NTD)",6738115.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-02-01,monthly,208031559,passengers,"unlinked_trips (rail, NTD)",7429698.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-03-01,monthly,241233382,passengers,"unlinked_trips (rail, NTD)",7781722.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-04-01,monthly,236085162,passengers,"unlinked_trips (rail, NTD)",7869505.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-05-01,monthly,245580889,passengers,"unlinked_trips (rail, NTD)",7921964.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-06-01,monthly,230419298,passengers,"unlinked_trips (rail, NTD)",7680643.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-07-01,monthly,227765753,passengers,"unlinked_trips (rail, NTD)",7347282.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-08-01,monthly,231934761,passengers,"unlinked_trips (rail, NTD)",7481766.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-09-01,monthly,237149822,passengers,"unlinked_trips (rail, NTD)",7904994.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-10-01,monthly,248832397,passengers,"unlinked_trips (rail, NTD)",8026851.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-11-01,monthly,216996558,passengers,"unlinked_trips (rail, NTD)",7233218.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2014-12-01,monthly,228848992,passengers,"unlinked_trips (rail, NTD)",7382225.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-01-01,monthly,200856260,passengers,"unlinked_trips (rail, NTD)",6479234.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-02-01,monthly,191903735,passengers,"unlinked_trips (rail, NTD)",6853704.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-03-01,monthly,233761383,passengers,"unlinked_trips (rail, NTD)",7540689.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-04-01,monthly,229270980,passengers,"unlinked_trips (rail, NTD)",7642366.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-05-01,monthly,222438260,passengers,"unlinked_trips (rail, NTD)",7175427.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-06-01,monthly,231996513,passengers,"unlinked_trips (rail, NTD)",7733217.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-07-01,monthly,237506432,passengers,"unlinked_trips (rail, NTD)",7661497.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-08-01,monthly,200405062,passengers,"unlinked_trips (rail, NTD)",6464679.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-09-01,monthly,222937876,passengers,"unlinked_trips (rail, NTD)",7431262.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-10-01,monthly,248353074,passengers,"unlinked_trips (rail, NTD)",8011389.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-11-01,monthly,221818275,passengers,"unlinked_trips (rail, NTD)",7393942.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2015-12-01,monthly,225677964,passengers,"unlinked_trips (rail, NTD)",7279934.3,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-01-01,monthly,203700844,passengers,"unlinked_trips (rail, NTD)",6570995.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-02-01,monthly,212263157,passengers,"unlinked_trips (rail, NTD)",7319419.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-03-01,monthly,235374012,passengers,"unlinked_trips (rail, NTD)",7592710.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-04-01,monthly,222478233,passengers,"unlinked_trips (rail, NTD)",7415941.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-05-01,monthly,238568952,passengers,"unlinked_trips (rail, NTD)",7695772.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-06-01,monthly,235819649,passengers,"unlinked_trips (rail, NTD)",7860655.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-07-01,monthly,209070061,passengers,"unlinked_trips (rail, NTD)",6744195.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-08-01,monthly,222640824,passengers,"unlinked_trips (rail, NTD)",7181962.1,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-09-01,monthly,227395882,passengers,"unlinked_trips (rail, NTD)",7579862.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-10-01,monthly,229209951,passengers,"unlinked_trips (rail, NTD)",7393869.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-11-01,monthly,224127914,passengers,"unlinked_trips (rail, NTD)",7470930.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2016-12-01,monthly,220431256,passengers,"unlinked_trips (rail, NTD)",7110685.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-01-01,monthly,211064673,passengers,"unlinked_trips (rail, NTD)",6808537.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-02-01,monthly,203355040,passengers,"unlinked_trips (rail, NTD)",7262680.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-03-01,monthly,241449874,passengers,"unlinked_trips (rail, NTD)",7788705.6,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-04-01,monthly,228139393,passengers,"unlinked_trips (rail, NTD)",7604646.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-05-01,monthly,242654274,passengers,"unlinked_trips (rail, NTD)",7827557.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-06-01,monthly,232384666,passengers,"unlinked_trips (rail, NTD)",7746155.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-07-01,monthly,209917938,passengers,"unlinked_trips (rail, NTD)",6771546.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-08-01,monthly,214529849,passengers,"unlinked_trips (rail, NTD)",6920317.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-09-01,monthly,225940002,passengers,"unlinked_trips (rail, NTD)",7531333.4,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-10-01,monthly,252251489,passengers,"unlinked_trips (rail, NTD)",8137144.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-11-01,monthly,225469705,passengers,"unlinked_trips (rail, NTD)",7515656.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2017-12-01,monthly,213430512,passengers,"unlinked_trips (rail, NTD)",6884855.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2018-01-01,monthly,210927750,passengers,"unlinked_trips (rail, NTD)",6804121.0,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2018-02-01,monthly,203980182,passengers,"unlinked_trips (rail, NTD)",7285006.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2018-03-01,monthly,228551892,passengers,"unlinked_trips (rail, NTD)",7372641.7,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2018-04-01,monthly,217937814,passengers,"unlinked_trips (rail, NTD)",7264593.8,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2018-05-01,monthly,231050301,passengers,"unlinked_trips (rail, NTD)",7453235.5,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2018-06-01,monthly,226123746,passengers,"unlinked_trips (rail, NTD)",7537458.2,true,new-york-ntd
new-york,New York City,United States,North America,ridership,2018-07-01,monthly,212825298,passengers,"unlinked_trips (rail, NTD)",6865332.2,true,new-york-ntd
